
# Curve 0 of 1, 1351 points
# Curve title: "f using (bin($3)):(1./(STATS_records*width))"
# x y type
 0.025  0.096  i
 0.075  0.0936  i
 0.125  0.1004  i
 0.175  0.0958  i
 0.225  0.1032  i
 0.275  0.1006  i
 0.325  0.0958  i
 0.375  0.0862  i
 0.425  0.0926  i
 0.475  0.0888  i
 0.525  0.0974  i
 0.575  0.0996  i
 0.625  0.1042  i
 0.675  0.0988  i
 0.725  0.0888  i
 0.775  0.0894  i
 0.825  0.0954  i
 0.875  0.0932  i
 0.925  0.094  i
 0.975  0.0904  i
 1.025  0.09  i
 1.075  0.0888  i
 1.125  0.0904  i
 1.175  0.0878  i
 1.225  0.093  i
 1.275  0.0876  i
 1.325  0.0944  i
 1.375  0.0834  i
 1.425  0.0848  i
 1.475  0.0858  i
 1.525  0.0888  i
 1.575  0.0852  i
 1.625  0.0884  i
 1.675  0.0888  i
 1.725  0.0812  i
 1.775  0.0804  i
 1.825  0.0798  i
 1.875  0.0802  i
 1.925  0.0806  i
 1.975  0.083  i
 2.025  0.0802  i
 2.075  0.0836  i
 2.125  0.0764  i
 2.175  0.082  i
 2.225  0.0822  i
 2.275  0.0818  i
 2.325  0.0806  i
 2.375  0.0784  i
 2.425  0.0724  i
 2.475  0.0702  i
 2.525  0.0724  i
 2.575  0.0816  i
 2.625  0.0802  i
 2.675  0.0786  i
 2.725  0.072  i
 2.775  0.0782  i
 2.825  0.0756  i
 2.875  0.08  i
 2.925  0.075  i
 2.975  0.0802  i
 3.025  0.0732  i
 3.075  0.0692  i
 3.125  0.074  i
 3.175  0.0738  i
 3.225  0.0672  i
 3.275  0.074  i
 3.325  0.0758  i
 3.375  0.0764  i
 3.425  0.0736  i
 3.475  0.0698  i
 3.525  0.0766  i
 3.575  0.0714  i
 3.625  0.0744  i
 3.675  0.0664  i
 3.725  0.0626  i
 3.775  0.0682  i
 3.825  0.069  i
 3.875  0.0722  i
 3.925  0.0664  i
 3.975  0.0686  i
 4.025  0.0706  i
 4.075  0.0674  i
 4.125  0.0688  i
 4.175  0.0714  i
 4.225  0.0672  i
 4.275  0.0628  i
 4.325  0.0586  i
 4.375  0.0644  i
 4.425  0.064  i
 4.475  0.0692  i
 4.525  0.062  i
 4.575  0.0656  i
 4.625  0.0636  i
 4.675  0.0612  i
 4.725  0.0646  i
 4.775  0.0654  i
 4.825  0.059  i
 4.875  0.0536  i
 4.925  0.0618  i
 4.975  0.0574  i
 5.025  0.0654  o
 5.075  0.0628  o
 5.125  0.0638  o
 5.175  0.0618  o
 5.225  0.0594  o
 5.275  0.052  o
 5.325  0.0582  o
 5.375  0.0604  o
 5.425  0.0522  o
 5.475  0.0604  o
 5.525  0.0522  o
 5.575  0.0574  o
 5.625  0.0626  o
 5.675  0.0562  o
 5.725  0.0602  o
 5.775  0.0524  o
 5.825  0.0536  o
 5.875  0.0582  o
 5.925  0.0608  o
 5.975  0.0512  o
 6.025  0.0482  o
 6.075  0.056  o
 6.125  0.0556  o
 6.175  0.0568  o
 6.225  0.05  o
 6.275  0.0502  o
 6.325  0.053  o
 6.375  0.0508  o
 6.425  0.0584  o
 6.475  0.0484  o
 6.525  0.05  o
 6.575  0.0494  o
 6.625  0.045  o
 6.675  0.052  o
 6.725  0.0476  o
 6.775  0.0498  o
 6.825  0.045  o
 6.875  0.0492  o
 6.925  0.05  o
 6.975  0.0488  o
 7.025  0.0488  o
 7.075  0.047  o
 7.125  0.047  o
 7.175  0.0512  o
 7.225  0.045  o
 7.275  0.0506  o
 7.325  0.0496  o
 7.375  0.047  o
 7.425  0.0448  o
 7.475  0.0466  o
 7.525  0.0508  o
 7.575  0.0496  o
 7.625  0.0466  o
 7.675  0.048  o
 7.725  0.0436  o
 7.775  0.0468  o
 7.825  0.0462  o
 7.875  0.0432  o
 7.925  0.0482  o
 7.975  0.0478  o
 8.025  0.0418  o
 8.075  0.049  o
 8.125  0.0456  o
 8.175  0.043  o
 8.225  0.0448  o
 8.275  0.0404  o
 8.325  0.0462  o
 8.375  0.0424  o
 8.425  0.0452  o
 8.475  0.0406  o
 8.525  0.0416  o
 8.575  0.0482  o
 8.625  0.039  o
 8.675  0.039  o
 8.725  0.0418  o
 8.775  0.0398  o
 8.825  0.041  o
 8.875  0.0402  o
 8.925  0.0446  o
 8.975  0.0442  o
 9.025  0.043  o
 9.075  0.0358  o
 9.125  0.0372  o
 9.175  0.0386  o
 9.225  0.037  o
 9.275  0.0414  o
 9.325  0.0456  o
 9.375  0.0362  o
 9.425  0.0382  o
 9.475  0.0388  o
 9.525  0.0364  o
 9.575  0.0428  o
 9.625  0.0356  o
 9.675  0.038  o
 9.725  0.0396  o
 9.775  0.0384  o
 9.825  0.0428  o
 9.875  0.0376  o
 9.925  0.0332  o
 9.975  0.037  o
 10.025  0.0368  o
 10.075  0.0368  o
 10.125  0.0332  o
 10.175  0.0422  o
 10.225  0.0328  o
 10.275  0.034  o
 10.325  0.0332  o
 10.375  0.0336  o
 10.425  0.0366  o
 10.475  0.035  o
 10.525  0.038  o
 10.575  0.032  o
 10.625  0.0328  o
 10.675  0.0356  o
 10.725  0.0366  o
 10.775  0.034  o
 10.825  0.0354  o
 10.875  0.0366  o
 10.925  0.035  o
 10.975  0.0306  o
 11.025  0.0364  o
 11.075  0.0338  o
 11.125  0.0284  o
 11.175  0.032  o
 11.225  0.0296  o
 11.275  0.0378  o
 11.325  0.032  o
 11.375  0.03  o
 11.425  0.0268  o
 11.475  0.0288  o
 11.525  0.0332  o
 11.575  0.033  o
 11.625  0.0298  o
 11.675  0.0304  o
 11.725  0.0304  o
 11.775  0.032  o
 11.825  0.032  o
 11.875  0.028  o
 11.925  0.0312  o
 11.975  0.033  o
 12.025  0.026  o
 12.075  0.03  o
 12.125  0.0308  o
 12.175  0.029  o
 12.225  0.0322  o
 12.275  0.0264  o
 12.325  0.0366  o
 12.375  0.0278  o
 12.425  0.0276  o
 12.475  0.0274  o
 12.525  0.0272  o
 12.575  0.0294  o
 12.625  0.0264  o
 12.675  0.031  o
 12.725  0.028  o
 12.775  0.028  o
 12.825  0.0306  o
 12.875  0.026  o
 12.925  0.0278  o
 12.975  0.0314  o
 13.025  0.0284  o
 13.075  0.0282  o
 13.125  0.0282  o
 13.175  0.0268  o
 13.225  0.0262  o
 13.275  0.0242  o
 13.325  0.0254  o
 13.375  0.0266  o
 13.425  0.0272  o
 13.475  0.0258  o
 13.525  0.0234  o
 13.575  0.0274  o
 13.625  0.0198  o
 13.675  0.0252  o
 13.725  0.0248  o
 13.775  0.0238  o
 13.825  0.0274  o
 13.875  0.031  o
 13.925  0.0244  o
 13.975  0.0288  o
 14.025  0.0272  o
 14.075  0.0268  o
 14.125  0.025  o
 14.175  0.0202  o
 14.225  0.0252  o
 14.275  0.022  o
 14.325  0.0256  o
 14.375  0.023  o
 14.425  0.0224  o
 14.475  0.0238  o
 14.525  0.0252  o
 14.575  0.0218  o
 14.625  0.0284  o
 14.675  0.0224  o
 14.725  0.0218  o
 14.775  0.0228  o
 14.825  0.022  o
 14.875  0.0216  o
 14.925  0.0226  o
 14.975  0.0234  o
 15.025  0.0256  o
 15.075  0.0216  o
 15.125  0.0258  o
 15.175  0.0184  o
 15.225  0.0204  o
 15.275  0.0206  o
 15.325  0.0228  o
 15.375  0.0174  o
 15.425  0.0178  o
 15.475  0.0246  o
 15.525  0.0216  o
 15.575  0.021  o
 15.625  0.023  o
 15.675  0.0202  o
 15.725  0.0186  o
 15.775  0.0216  o
 15.825  0.022  o
 15.875  0.0194  o
 15.925  0.023  o
 15.975  0.0188  o
 16.025  0.0184  o
 16.075  0.0202  o
 16.125  0.0216  o
 16.175  0.0206  o
 16.225  0.0192  o
 16.275  0.0184  o
 16.325  0.0184  o
 16.375  0.0176  o
 16.425  0.021  o
 16.475  0.0194  o
 16.525  0.018  o
 16.575  0.0204  o
 16.625  0.0206  o
 16.675  0.0196  o
 16.725  0.0198  o
 16.775  0.0182  o
 16.825  0.018  o
 16.875  0.0218  o
 16.925  0.0218  o
 16.975  0.0182  o
 17.025  0.0184  o
 17.075  0.0172  o
 17.125  0.0188  o
 17.175  0.022  o
 17.225  0.0184  o
 17.275  0.0154  o
 17.325  0.0214  o
 17.375  0.0208  o
 17.425  0.0204  o
 17.475  0.022  o
 17.525  0.0186  o
 17.575  0.0168  o
 17.625  0.0166  o
 17.675  0.0182  o
 17.725  0.0198  o
 17.775  0.0182  o
 17.825  0.0182  o
 17.875  0.018  o
 17.925  0.0184  o
 17.975  0.0166  o
 18.025  0.0178  o
 18.075  0.015  o
 18.125  0.0176  o
 18.175  0.016  o
 18.225  0.012  o
 18.275  0.019  o
 18.325  0.0124  o
 18.375  0.015  o
 18.425  0.0172  o
 18.475  0.015  o
 18.525  0.0138  o
 18.575  0.0168  o
 18.625  0.0126  o
 18.675  0.019  o
 18.725  0.0146  o
 18.775  0.014  o
 18.825  0.0132  o
 18.875  0.0146  o
 18.925  0.014  o
 18.975  0.0164  o
 19.025  0.0154  o
 19.075  0.0148  o
 19.125  0.0152  o
 19.175  0.0158  o
 19.225  0.0136  o
 19.275  0.0164  o
 19.325  0.0108  o
 19.375  0.0134  o
 19.425  0.0156  o
 19.475  0.0146  o
 19.525  0.015  o
 19.575  0.0128  o
 19.625  0.0136  o
 19.675  0.0126  o
 19.725  0.0122  o
 19.775  0.0138  o
 19.825  0.0168  o
 19.875  0.012  o
 19.925  0.0124  o
 19.975  0.0124  o
 20.025  0.0134  o
 20.075  0.012  o
 20.125  0.0134  o
 20.175  0.0148  o
 20.225  0.0134  o
 20.275  0.0122  o
 20.325  0.0144  o
 20.375  0.013  o
 20.425  0.0122  o
 20.475  0.0116  o
 20.525  0.0114  o
 20.575  0.0144  o
