
# Curve 0 of 1, 25 points
# Curve title: "f using (bin($3)):(1./(STATS_records*width))"
# x y type
 0.025  7.9062  i
 0.075  4.7682  i
 0.125  2.9004  i
 0.175  1.7254  i
 0.225  1.0688  i
 0.275  0.6208  i
 0.325  0.407  i
 0.375  0.2246  i
 0.425  0.1498  i
 0.475  0.0858  i
 0.525  0.0578  i
 0.575  0.0336  i
 0.625  0.0196  i
 0.675  0.0104  i
 0.725  0.007  i
 0.775  0.0036  i
 0.825  0.0028  i
 0.875  0.0032  i
 0.925  0.0016  i
 0.975  0.001  i
 1.025  0.0008  i
 1.075  0.0004  i
 1.175  0.0008  i
 1.275  0.0004  i


